Employee Number,Retention,Age,Gender,Education,Marital Status,Distance From Home,Hourly Rate,Daily Rate,Monthly Rate,Monthly Income,Percent Salary Hike,Education Field,Department,Job Role,Performance Rating,Standard Hours,Stock Option Level,BusinessTravel,Training Times Last Year,Over Time,Job Satisfaction,Job Involvement,Relationship Satisfaction,Environment Satisfaction,Work Life Balance,Num Companies Worked,Total Working Years,Years At Company,Job Level,Years Since Last Promotion,Years In Current Role,Years With Current Manager
690,1,29,0,2,Married,3,62,1176,3487,5561,14,Medical,Sales,Sales Executive,3,80,1,Travel_Rarely,5,0,3,3,1,2,2,1,6,6,2,1,0,2
691,1,35,1,4,Single,6,82,1017,19368,6646,13,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Rarely,3,0,4,1,2,2,3,1,17,17,2,11,11,8
692,1,33,1,3,Divorced,6,30,1296,5335,7725,23,Life Sciences,Research & Development,Healthcare Representative,4,80,1,Travel_Frequently,2,0,4,3,3,3,1,3,15,13,2,4,11,7
698,1,54,1,4,Married,19,88,397,6729,10725,15,Medical,Human Resources,Human Resources,3,80,1,Travel_Rarely,1,0,2,3,3,3,4,2,16,9,3,7,7,1
699,1,36,1,2,Divorced,9,48,913,13934,8847,11,Medical,Research & Development,Manufacturing Director,3,80,1,Travel_Rarely,2,1,2,2,3,2,3,2,13,3,2,0,2,2
700,1,27,1,4,Single,3,54,1115,15174,2045,13,Medical,Research & Development,Research Scientist,3,80,0,Travel_Rarely,0,0,4,2,4,1,3,0,5,4,1,1,2,1
701,0,20,1,1,Single,10,32,1362,26999,1009,11,Medical,Research & Development,Research Scientist,3,80,0,Travel_Rarely,5,1,3,3,4,4,3,1,1,1,1,1,0,1
702,0,33,1,3,Single,3,70,1076,3164,3348,11,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Frequently,3,1,1,3,1,1,3,1,10,10,1,9,8,7
704,1,35,1,3,Married,3,41,727,16900,1281,18,Life Sciences,Research & Development,Laboratory Technician,3,80,2,Non-Travel,3,0,3,2,3,3,3,1,1,1,1,0,0,0
705,1,23,1,3,Married,4,58,885,8544,2819,16,Medical,Research & Development,Research Scientist,3,80,1,Travel_Rarely,3,0,1,4,1,1,4,2,5,3,1,0,2,2
707,1,25,1,3,Married,8,57,810,15678,4851,22,Life Sciences,Sales,Sales Executive,4,80,1,Travel_Rarely,4,0,2,4,3,4,3,0,4,3,2,1,2,2
709,1,38,0,4,Single,7,46,243,7791,4028,20,Marketing,Sales,Sales Executive,4,80,0,Travel_Rarely,2,0,4,2,1,4,3,0,8,7,2,0,7,5
710,1,29,1,4,Divorced,1,76,806,18959,2720,18,Life Sciences,Research & Development,Research Scientist,3,80,1,Travel_Frequently,5,0,4,1,4,2,3,1,10,10,1,2,7,8
712,1,48,1,1,Married,2,56,817,18597,8120,12,Marketing,Sales,Sales Executive,3,80,0,Travel_Rarely,3,0,2,4,4,2,3,3,12,2,2,2,2,2
714,1,27,0,1,Divorced,3,71,1410,16673,4647,20,Medical,Sales,Sales Executive,4,80,2,Travel_Frequently,3,1,4,4,2,4,3,1,6,6,2,0,5,4
715,1,37,1,2,Single,10,80,1225,15232,4680,17,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Rarely,2,0,4,4,1,4,3,3,4,1,1,0,0,0
716,1,50,1,1,Married,28,74,1207,3297,3221,11,Medical,Research & Development,Laboratory Technician,3,80,3,Travel_Rarely,3,1,3,4,3,4,3,1,20,20,1,3,8,8
717,1,34,0,3,Single,9,46,1442,17654,8621,14,Medical,Research & Development,Healthcare Representative,3,80,0,Travel_Rarely,3,0,2,2,2,4,4,1,9,8,3,7,7,7
720,0,24,0,2,Single,3,65,693,24785,4577,14,Life Sciences,Sales,Sales Executive,3,80,0,Travel_Rarely,3,0,3,3,1,1,3,9,4,2,2,2,2,0
721,1,39,0,4,Single,2,80,408,20978,4553,11,Technical Degree,Research & Development,Healthcare Representative,3,80,0,Travel_Rarely,4,0,3,2,1,4,3,1,20,20,2,11,7,10
722,1,32,1,3,Single,10,55,929,21703,5396,12,Marketing,Sales,Sales Executive,3,80,0,Travel_Rarely,2,0,4,3,4,4,2,1,10,10,2,0,7,8
723,0,50,1,2,Married,8,50,562,23452,6796,14,Technical Degree,Sales,Sales Executive,3,80,1,Travel_Frequently,4,1,3,3,1,2,3,3,18,4,2,1,3,3
724,1,38,0,4,Single,1,33,827,19383,7625,13,Life Sciences,Research & Development,Healthcare Representative,3,80,0,Travel_Rarely,4,0,4,4,3,2,2,0,10,9,2,1,7,8
725,1,27,0,2,Married,1,68,608,6009,7412,11,Life Sciences,Research & Development,Manufacturing Director,3,80,0,Travel_Rarely,3,0,1,3,4,3,3,1,9,9,3,0,7,7
727,1,32,0,2,Single,3,39,1018,19373,11159,15,Life Sciences,Research & Development,Research Director,3,80,0,Travel_Rarely,6,0,4,3,4,3,3,3,10,7,3,7,7,7
728,1,47,1,4,Single,14,42,703,11825,4960,12,Marketing,Sales,Sales Executive,3,80,0,Travel_Rarely,2,0,1,3,4,4,3,2,20,7,2,1,7,7
729,1,40,1,4,Married,5,48,580,23772,10475,21,Life Sciences,Sales,Sales Executive,4,80,1,Travel_Frequently,2,1,1,2,3,4,3,5,20,18,3,1,13,12
730,1,53,1,3,Married,7,59,970,13514,14814,19,Life Sciences,Research & Development,Research Director,3,80,0,Travel_Rarely,3,0,3,4,3,3,3,3,32,5,4,1,1,3
731,1,41,1,4,Divorced,10,73,427,8861,19141,15,Human Resources,Human Resources,Manager,3,80,3,Travel_Rarely,2,0,4,2,2,2,2,3,23,21,5,12,6,6
732,1,60,1,4,Single,16,84,1179,11924,5405,14,Marketing,Sales,Sales Executive,3,80,0,Travel_Rarely,1,0,1,3,4,1,3,8,10,2,2,2,2,2
733,1,27,1,2,Divorced,10,32,294,4809,8793,21,Life Sciences,Research & Development,Manufacturing Director,4,80,2,Travel_Frequently,4,0,1,3,3,4,2,1,9,9,3,1,7,7
734,1,41,1,3,Married,1,59,314,19562,19189,12,Human Resources,Human Resources,Manager,3,80,1,Travel_Rarely,3,0,3,2,2,4,3,1,22,22,5,2,7,10
738,1,50,1,4,Married,8,54,316,9983,3875,15,Marketing,Sales,Sales Representative,3,80,1,Travel_Rarely,2,0,2,3,4,4,3,7,4,2,1,2,2,2
741,0,28,0,2,Single,1,67,654,3872,2216,13,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Rarely,4,1,2,1,4,1,3,7,10,7,1,3,7,7
742,1,36,0,3,Married,8,63,427,20335,11713,14,Life Sciences,Research & Development,Research Director,3,80,1,Non-Travel,2,0,1,4,1,1,3,9,10,8,3,0,7,5
743,1,38,0,3,Single,1,81,168,15397,7861,14,Life Sciences,Research & Development,Manufacturing Director,3,80,0,Travel_Rarely,4,1,3,3,4,3,4,4,10,1,3,0,0,0
744,1,44,1,3,Single,24,49,381,2104,3708,14,Medical,Research & Development,Laboratory Technician,3,80,0,Non-Travel,5,0,3,1,3,1,3,2,9,5,1,1,2,4
746,1,47,0,3,Divorced,3,49,217,10225,13770,12,Medical,Sales,Sales Executive,3,80,2,Travel_Frequently,2,1,3,3,4,4,2,9,28,22,4,11,2,13
747,1,30,1,5,Divorced,27,99,501,25275,5304,23,Marketing,Sales,Sales Executive,4,80,1,Travel_Rarely,2,0,4,3,4,3,2,7,10,8,2,7,7,7
749,1,29,1,3,Single,10,99,1396,2755,2642,11,Life Sciences,Sales,Sales Representative,3,80,0,Travel_Rarely,6,0,3,3,3,3,3,1,1,1,1,0,0,0
752,0,42,1,3,Divorced,19,57,933,20366,2759,12,Medical,Research & Development,Research Scientist,3,80,0,Travel_Frequently,2,1,3,4,4,3,3,6,7,2,1,2,2,2
754,1,43,1,3,Married,15,47,775,23683,6804,18,Life Sciences,Sales,Sales Executive,3,80,1,Travel_Frequently,5,0,4,2,3,4,3,3,7,2,2,2,2,2
757,1,34,0,2,Single,8,96,970,7360,6142,11,Medical,Research & Development,Healthcare Representative,3,80,0,Travel_Rarely,2,0,3,3,4,2,3,3,10,5,2,4,1,3
758,1,23,1,1,Married,9,37,650,4344,2500,14,Medical,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,2,0,1,3,4,2,4,1,5,4,1,0,3,2
760,1,39,0,3,Married,3,44,141,18767,6389,15,Human Resources,Human Resources,Human Resources,3,80,1,Travel_Rarely,3,0,2,4,3,3,1,9,12,8,2,3,3,6
762,1,56,1,3,Married,9,81,832,20420,11103,11,Medical,Research & Development,Healthcare Representative,3,80,0,Travel_Rarely,1,0,4,3,3,3,2,7,30,10,4,1,7,1
763,1,40,0,1,Single,2,86,804,22929,2342,20,Medical,Research & Development,Research Scientist,4,80,0,Travel_Rarely,2,1,4,2,4,4,2,0,5,4,1,2,2,3
764,1,27,0,3,Single,7,55,975,23398,6811,19,Medical,Research & Development,Healthcare Representative,3,80,0,Travel_Rarely,2,0,1,2,1,4,1,8,9,7,2,0,6,7
766,1,29,1,3,Divorced,10,83,1090,17967,2297,14,Marketing,Sales,Sales Representative,3,80,2,Travel_Rarely,2,0,2,3,4,4,3,1,2,2,1,2,2,2
769,1,53,1,3,Single,6,86,346,10919,2450,17,Life Sciences,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,4,0,4,3,4,4,3,2,19,2,2,2,2,2
771,1,35,0,4,Divorced,2,61,1225,4761,5093,11,Life Sciences,Research & Development,Healthcare Representative,3,80,1,Non-Travel,2,0,1,3,1,4,4,2,16,1,2,0,0,0
772,1,32,1,4,Married,24,80,430,21146,5309,15,Life Sciences,Research & Development,Laboratory Technician,3,80,2,Travel_Frequently,2,0,4,3,4,1,3,1,10,10,2,4,8,7
773,1,38,1,5,Married,2,92,268,20471,3057,13,Medical,Research & Development,Research Scientist,3,80,1,Travel_Rarely,0,1,3,3,2,4,1,6,6,1,1,0,0,1
775,1,34,0,5,Divorced,8,32,167,4187,5121,14,Life Sciences,Research & Development,Manufacturing Director,3,80,1,Travel_Rarely,3,0,1,3,3,2,3,3,7,0,2,0,0,0
776,1,52,1,4,Married,3,31,621,10084,16856,11,Marketing,Sales,Manager,3,80,0,Travel_Rarely,3,0,1,2,1,3,4,1,34,34,4,1,6,16
780,0,33,1,4,Single,1,63,527,5207,2686,13,Other,Research & Development,Research Scientist,3,80,0,Travel_Rarely,2,1,4,3,3,4,2,1,10,10,1,7,9,8
781,1,25,0,1,Single,26,32,883,22807,6180,23,Medical,Sales,Sales Executive,4,80,0,Travel_Rarely,5,0,4,3,2,3,2,1,6,6,2,1,5,4
783,1,45,1,2,Single,2,46,954,12388,6632,13,Technical Degree,Sales,Sales Representative,3,80,0,Travel_Rarely,3,0,3,1,1,2,3,0,9,8,2,3,7,1
784,1,23,1,1,Single,10,79,310,19630,3505,18,Medical,Research & Development,Research Scientist,3,80,0,Travel_Rarely,3,0,3,4,4,1,3,1,2,2,1,0,2,2
785,0,47,0,2,Single,27,77,719,10339,6397,12,Life Sciences,Sales,Sales Executive,3,80,0,Travel_Frequently,2,1,3,4,4,2,3,4,8,5,2,1,4,3
786,1,34,1,3,Single,2,60,304,18686,6274,22,Other,Sales,Sales Executive,4,80,0,Travel_Rarely,5,0,4,3,3,4,3,1,6,6,2,1,5,4
787,0,55,1,3,Married,2,78,725,21199,19859,13,Medical,Research & Development,Manager,3,80,1,Travel_Rarely,2,1,1,3,4,4,3,5,24,5,5,1,2,4
789,1,36,1,4,Single,8,76,1434,14229,7587,15,Life Sciences,Sales,Sales Executive,3,80,0,Non-Travel,1,0,1,2,2,1,3,1,10,10,3,0,7,9
791,1,52,1,4,Married,19,41,715,26589,4258,18,Medical,Research & Development,Research Scientist,3,80,1,Non-Travel,3,0,4,3,1,4,3,0,5,4,1,1,3,2
792,1,26,0,2,Divorced,1,71,575,5288,4364,14,Life Sciences,Research & Development,Laboratory Technician,3,80,1,Travel_Frequently,2,0,4,1,1,1,3,3,5,2,1,2,2,0
793,1,29,0,3,Married,27,66,657,25549,4335,12,Medical,Research & Development,Healthcare Representative,3,80,1,Travel_Rarely,3,0,3,3,1,2,2,4,11,8,2,1,7,1
796,0,26,1,3,Single,8,38,1146,3064,5326,17,Technical Degree,Sales,Sales Executive,3,80,0,Travel_Rarely,2,0,1,2,3,4,2,6,6,4,2,1,3,2
797,1,34,0,4,Single,1,72,182,13551,3280,16,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Rarely,2,0,4,4,3,2,3,2,10,4,1,1,2,3
799,1,54,0,4,Divorced,19,95,376,22670,5485,11,Medical,Research & Development,Manufacturing Director,3,80,2,Travel_Rarely,4,1,1,3,2,4,3,9,9,5,2,1,3,4
800,1,27,1,1,Married,8,84,829,24008,4342,19,Marketing,Sales,Sales Executive,3,80,1,Travel_Frequently,3,0,4,3,2,3,3,0,5,4,2,1,2,1
802,1,37,0,1,Divorced,10,82,571,19905,2782,13,Life Sciences,Research & Development,Research Scientist,3,80,2,Travel_Rarely,3,1,1,3,2,4,2,0,6,5,1,4,3,3
803,1,38,0,4,Single,2,75,240,26085,5980,12,Life Sciences,Research & Development,Manufacturing Director,3,80,0,Travel_Frequently,2,1,1,4,4,1,3,6,17,15,2,4,7,12
804,1,34,0,4,Single,2,86,121,7530,4381,11,Medical,Research & Development,Research Scientist,3,80,0,Travel_Rarely,3,0,1,2,3,3,3,1,6,6,1,1,5,3
805,1,35,0,4,Married,8,72,384,20317,2572,16,Life Sciences,Sales,Sales Representative,3,80,1,Travel_Rarely,1,0,4,3,2,1,2,1,3,3,1,0,2,2
806,1,30,1,3,Married,1,38,921,24375,3833,21,Life Sciences,Research & Development,Laboratory Technician,4,80,2,Travel_Rarely,2,0,3,1,3,4,3,3,7,2,1,0,2,2
807,1,40,0,2,Married,2,38,791,9931,4244,24,Medical,Research & Development,Healthcare Representative,4,80,1,Travel_Frequently,2,0,2,4,4,3,3,1,8,8,2,3,7,7
808,1,34,0,2,Married,8,93,1111,13305,6500,17,Life Sciences,Sales,Sales Executive,3,80,1,Travel_Rarely,1,0,1,3,2,3,3,5,6,3,2,1,2,2
809,1,42,1,3,Divorced,8,66,570,16225,18430,13,Life Sciences,Research & Development,Manager,3,80,1,Travel_Frequently,4,0,4,3,2,2,2,1,24,24,5,14,7,9
811,0,23,1,3,Married,6,63,1243,3445,1601,21,Life Sciences,Research & Development,Laboratory Technician,4,80,2,Travel_Rarely,2,1,1,4,3,3,3,1,1,0,1,0,0,0
812,1,24,1,3,Divorced,9,60,1092,26551,2694,11,Life Sciences,Research & Development,Laboratory Technician,3,80,3,Non-Travel,4,0,2,2,3,3,3,1,1,1,1,0,0,0
813,1,52,0,4,Married,11,82,1325,21821,3149,20,Life Sciences,Research & Development,Laboratory Technician,4,80,1,Travel_Rarely,3,0,3,3,2,4,3,8,9,5,2,1,2,4
815,1,50,1,3,Married,2,64,691,6881,17639,16,Medical,Research & Development,Research Director,3,80,0,Travel_Rarely,3,0,3,3,4,3,3,5,30,4,4,0,3,3
816,0,29,0,2,Married,1,36,805,6689,2319,11,Life Sciences,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,1,1,1,2,4,2,3,1,1,1,1,0,0,0
817,1,33,1,3,Married,7,49,213,25995,11691,11,Medical,Research & Development,Research Director,3,80,0,Travel_Rarely,3,0,3,3,4,3,4,0,14,13,3,3,9,7
819,0,33,0,3,Single,16,69,118,26507,5324,15,Marketing,Sales,Sales Executive,3,80,0,Travel_Rarely,3,0,1,3,3,1,3,5,6,3,2,0,2,2
820,1,47,0,2,Married,2,33,202,12982,16752,11,Other,Research & Development,Manager,3,80,1,Travel_Rarely,3,1,4,3,3,3,2,1,26,26,4,3,14,0
823,1,36,0,3,Married,1,35,676,23361,5228,15,Other,Research & Development,Manufacturing Director,3,80,1,Travel_Rarely,2,0,2,3,1,3,3,0,10,9,2,0,7,5
824,1,29,1,2,Married,23,81,1252,23779,2700,24,Life Sciences,Research & Development,Research Scientist,4,80,1,Travel_Rarely,3,0,3,4,3,3,3,1,10,10,1,0,7,7
825,0,58,1,4,Single,2,31,286,25761,19246,12,Life Sciences,Research & Development,Research Director,3,80,0,Travel_Rarely,2,1,2,3,4,4,3,7,40,31,5,13,15,8
826,1,35,0,4,Single,1,40,1258,13301,2506,13,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Rarely,0,0,3,4,3,4,3,3,7,2,1,2,2,2
827,1,42,0,2,Married,1,43,932,4051,6062,13,Life Sciences,Research & Development,Manufacturing Director,3,80,1,Travel_Rarely,4,1,4,2,4,4,3,9,8,4,2,0,3,2
828,0,28,1,4,Single,2,46,890,16374,4382,17,Medical,Research & Development,Research Scientist,3,80,0,Travel_Rarely,3,0,3,3,4,3,2,6,5,2,1,2,2,1
829,1,36,1,3,Married,13,36,1041,25527,2143,13,Human Resources,Human Resources,Human Resources,3,80,1,Travel_Rarely,2,0,2,3,2,3,3,4,8,5,1,0,2,4
830,1,32,0,3,Married,4,98,859,19124,6162,12,Life Sciences,Research & Development,Manufacturing Director,3,80,1,Travel_Rarely,3,0,3,2,3,3,3,1,14,14,2,6,13,8
832,1,40,1,4,Single,16,51,720,11983,5094,14,Medical,Research & Development,Laboratory Technician,3,80,0,Travel_Frequently,6,0,3,2,4,1,3,6,10,1,2,0,0,0
833,1,30,0,3,Single,2,52,946,20234,6877,24,Medical,Research & Development,Manufacturing Director,4,80,0,Travel_Rarely,4,1,4,2,2,3,2,5,12,0,2,0,0,0
834,1,45,0,3,Single,2,95,252,6153,2274,14,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Rarely,3,0,3,2,4,2,3,1,1,1,1,0,0,0
836,1,42,1,3,Married,29,98,933,11806,4434,13,Life Sciences,Research & Development,Manufacturing Director,3,80,1,Travel_Rarely,3,0,2,3,4,2,2,1,10,9,2,7,8,8
837,1,38,1,3,Divorced,12,45,471,4284,6288,15,Life Sciences,Research & Development,Healthcare Representative,3,80,1,Travel_Frequently,3,0,1,2,3,1,2,2,13,4,2,1,3,2
838,1,34,0,4,Single,16,100,702,8306,2553,16,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Frequently,3,0,4,2,3,3,3,1,6,5,1,1,2,3
840,0,49,0,3,Married,11,43,1184,5860,7654,18,Marketing,Sales,Sales Executive,3,80,2,Travel_Rarely,3,0,4,3,1,3,4,1,9,9,3,7,8,7
842,0,55,1,1,Single,2,37,436,21519,5160,16,Medical,Sales,Sales Executive,3,80,0,Travel_Rarely,3,0,4,3,3,3,2,4,12,9,2,7,7,3
843,1,43,1,2,Married,14,94,589,5200,17159,24,Life Sciences,Research & Development,Research Director,4,80,1,Travel_Rarely,3,0,1,3,3,2,3,6,22,4,4,1,1,0
844,1,27,1,1,Divorced,5,42,269,8842,12808,16,Technical Degree,Research & Development,Research Director,3,80,1,Travel_Rarely,3,1,4,2,2,3,3,1,9,9,3,0,8,8
845,1,35,1,3,Single,7,59,950,18869,10221,21,Other,Research & Development,Manufacturing Director,4,80,0,Travel_Rarely,3,0,3,3,2,3,4,3,17,8,3,1,5,6
846,1,28,0,4,Married,2,81,760,3698,4779,20,Marketing,Sales,Sales Executive,4,80,0,Travel_Rarely,2,1,2,3,1,2,3,1,8,8,2,7,7,5
847,1,34,1,2,Married,3,88,829,2243,3737,19,Human Resources,Human Resources,Human Resources,3,80,1,Travel_Rarely,1,0,4,3,3,3,1,0,4,3,1,0,2,2
848,0,26,0,2,Married,5,88,887,20898,2366,14,Medical,Research & Development,Research Scientist,3,80,1,Travel_Frequently,2,1,3,2,1,3,3,1,8,8,1,1,7,7
850,1,27,1,3,Married,3,50,443,16571,1706,11,Medical,Research & Development,Research Scientist,3,80,3,Non-Travel,6,0,4,3,3,4,2,1,0,0,1,0,0,0
851,1,51,0,4,Married,26,66,1318,5594,16307,14,Marketing,Sales,Manager,3,80,1,Travel_Rarely,2,0,3,3,3,1,2,2,29,20,4,4,6,17
852,1,44,1,3,Single,4,50,625,5197,5933,12,Medical,Research & Development,Healthcare Representative,3,80,0,Travel_Rarely,2,0,2,3,4,4,2,9,10,5,2,2,2,3
854,1,25,1,1,Single,2,65,180,21632,3424,13,Medical,Research & Development,Research Scientist,3,80,0,Travel_Rarely,3,0,1,4,3,1,2,7,6,4,1,0,3,1
855,1,33,1,3,Divorced,1,48,586,21816,4037,22,Medical,Sales,Sales Executive,4,80,1,Travel_Rarely,5,0,1,4,1,1,3,1,9,9,2,0,8,8
856,1,35,0,1,Single,27,53,1343,17852,2559,11,Medical,Research & Development,Research Scientist,3,80,0,Travel_Rarely,3,0,1,2,4,3,2,1,6,6,1,1,5,1
857,1,36,1,2,Married,1,56,928,2823,6201,14,Life Sciences,Sales,Sales Executive,3,80,1,Travel_Rarely,1,1,4,3,4,2,2,1,18,18,2,4,14,11
859,1,32,1,4,Divorced,13,73,117,9250,4403,11,Life Sciences,Sales,Sales Executive,3,80,1,Travel_Rarely,3,0,4,3,3,2,2,2,8,5,2,0,2,3
861,1,30,1,4,Divorced,5,75,1012,2373,3761,12,Life Sciences,Research & Development,Research Scientist,3,80,1,Travel_Frequently,3,0,4,2,2,2,2,9,10,5,1,0,4,3
862,1,53,0,2,Married,7,78,661,20715,10934,18,Marketing,Sales,Sales Executive,3,80,1,Travel_Rarely,3,1,4,2,4,1,3,7,35,5,3,0,2,4
864,1,45,1,3,Divorced,9,74,930,19239,10761,12,Marketing,Sales,Sales Executive,3,80,1,Travel_Rarely,2,1,1,3,3,4,3,4,18,5,3,0,4,2
865,1,32,0,2,Married,8,91,638,22162,5175,12,Medical,Research & Development,Research Scientist,3,80,1,Travel_Rarely,3,0,3,4,3,3,2,5,9,5,2,1,3,3
867,1,52,0,4,Married,25,81,890,19028,13826,22,Medical,Research & Development,Manufacturing Director,4,80,0,Travel_Frequently,3,0,4,2,3,3,3,3,31,9,4,0,8,0
868,1,37,1,4,Divorced,16,66,342,24558,6334,19,Marketing,Sales,Sales Executive,3,80,2,Travel_Rarely,2,0,3,2,4,4,3,4,9,1,2,0,0,0
869,1,28,1,2,Divorced,8,63,1169,23965,4936,13,Medical,Human Resources,Human Resources,3,80,1,Travel_Rarely,6,0,4,2,4,2,3,1,6,5,1,0,1,4
872,1,22,1,2,Married,1,33,1230,19146,4775,22,Life Sciences,Research & Development,Manufacturing Director,4,80,2,Travel_Rarely,2,0,4,2,1,4,1,6,4,2,2,2,2,2
874,1,44,1,4,Married,8,62,986,5044,2818,24,Life Sciences,Research & Development,Laboratory Technician,4,80,1,Travel_Rarely,2,1,4,4,3,1,2,2,10,3,1,0,2,2
875,1,42,1,1,Single,2,35,1271,9068,2515,14,Medical,Research & Development,Research Scientist,3,80,0,Travel_Frequently,2,1,4,3,4,2,3,5,8,2,1,2,1,2
878,1,36,1,3,Married,8,77,1278,8635,2342,21,Life Sciences,Human Resources,Human Resources,4,80,0,Travel_Rarely,3,0,1,2,3,1,3,0,6,5,1,0,4,3
879,1,25,1,1,Married,3,98,141,14363,4194,18,Other,Sales,Sales Executive,3,80,0,Travel_Rarely,3,1,1,3,4,3,3,1,5,5,2,0,3,3
880,1,35,0,3,Married,9,66,607,23457,10685,20,Life Sciences,Research & Development,Manufacturing Director,4,80,1,Travel_Rarely,2,1,3,2,2,4,3,1,17,17,3,5,14,15
881,0,35,0,4,Divorced,25,96,130,16612,2022,19,Life Sciences,Research & Development,Research Scientist,3,80,1,Travel_Frequently,3,1,2,3,1,4,2,1,10,10,1,7,2,8
882,1,32,1,3,Divorced,1,61,300,9148,2314,12,Life Sciences,Research & Development,Laboratory Technician,3,80,1,Non-Travel,2,0,4,3,2,4,3,0,4,3,1,0,0,2
885,1,25,1,1,Married,4,87,583,18154,4256,12,Marketing,Sales,Sales Executive,3,80,0,Travel_Rarely,1,0,1,2,1,3,4,1,5,5,2,0,2,3
887,1,49,0,3,Married,1,36,1418,10554,3580,16,Technical Degree,Research & Development,Research Scientist,3,80,1,Travel_Rarely,2,0,1,3,2,3,3,2,7,4,1,0,2,2
888,1,24,1,1,Married,4,46,1269,10778,3162,17,Life Sciences,Research & Development,Laboratory Technician,3,80,0,Non-Travel,2,0,4,2,4,1,2,0,6,5,1,3,2,4
889,1,32,1,2,Married,5,48,379,8891,6524,14,Life Sciences,Sales,Sales Executive,3,80,1,Travel_Frequently,3,0,2,3,4,2,3,1,10,10,2,5,8,3
893,1,38,1,3,Married,9,98,395,12102,2899,19,Marketing,Sales,Sales Representative,3,80,1,Travel_Rarely,3,0,2,2,4,2,3,0,3,2,1,1,2,2
894,1,42,0,3,Married,3,95,1265,23726,5231,13,Life Sciences,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,1,1,4,4,2,3,2,2,17,5,2,1,3,3
895,1,31,1,4,Married,11,48,1222,14871,2356,19,Life Sciences,Research & Development,Research Scientist,3,80,1,Travel_Rarely,2,1,4,3,2,4,3,3,8,6,1,0,4,2
896,0,29,0,3,Divorced,1,48,341,23522,2800,19,Medical,Sales,Sales Representative,3,80,3,Travel_Rarely,3,1,3,2,3,2,3,6,5,3,1,0,2,2
897,1,53,1,3,Married,8,73,868,22789,11836,14,Marketing,Sales,Sales Executive,3,80,1,Travel_Rarely,3,0,4,3,3,1,3,5,28,2,4,2,0,2
899,1,35,1,3,Married,25,78,672,9129,10903,16,Technical Degree,Research & Development,Manufacturing Director,3,80,0,Travel_Rarely,2,0,2,2,1,4,3,3,16,13,3,4,10,8
900,1,37,0,2,Married,21,54,1231,21222,2973,15,Medical,Sales,Sales Representative,3,80,1,Travel_Frequently,3,0,4,3,2,3,3,5,10,5,1,0,4,0
901,1,53,0,4,Single,23,72,102,20206,14275,18,Life Sciences,Research & Development,Research Director,3,80,0,Travel_Rarely,0,0,4,3,3,4,3,6,33,12,4,3,9,8
902,1,43,0,3,Married,1,33,422,21782,5562,13,Life Sciences,Research & Development,Healthcare Representative,3,80,1,Travel_Frequently,2,0,4,3,2,4,2,4,12,5,2,2,2,2
903,1,47,0,2,Married,2,35,249,17783,4537,22,Marketing,Sales,Sales Executive,4,80,1,Travel_Rarely,2,1,4,3,1,3,3,0,8,7,2,7,6,7
904,1,37,1,2,Single,19,32,1252,4814,7642,13,Medical,Sales,Sales Executive,3,80,0,Non-Travel,2,1,2,3,4,1,3,1,10,10,3,0,0,9
905,1,50,1,4,Divorced,2,98,881,4544,17924,11,Life Sciences,Research & Development,Manager,3,80,1,Non-Travel,3,0,1,3,4,1,3,1,31,31,4,14,6,7
909,1,39,0,3,Married,2,42,1383,7790,5204,11,Life Sciences,Human Resources,Human Resources,3,80,2,Travel_Rarely,2,0,4,2,3,4,3,8,13,5,2,0,4,4
910,1,33,1,2,Divorced,3,57,1075,22650,2277,11,Human Resources,Human Resources,Human Resources,3,80,1,Travel_Rarely,4,1,2,3,3,4,4,3,7,4,1,0,3,3
911,0,32,1,4,Single,25,87,374,18016,2795,24,Life Sciences,Research & Development,Laboratory Technician,4,80,0,Travel_Rarely,2,1,4,3,3,1,1,1,1,1,1,0,0,1
912,1,29,0,1,Divorced,7,62,1086,6054,2532,14,Medical,Research & Development,Laboratory Technician,3,80,3,Travel_Rarely,5,0,4,2,3,1,3,6,8,4,1,0,3,3
913,1,44,1,2,Married,9,61,661,7508,2559,13,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Rarely,0,1,1,3,4,2,3,1,8,8,1,7,7,1
916,1,28,1,4,Single,5,98,821,24252,4908,14,Medical,Sales,Sales Executive,3,80,0,Travel_Rarely,3,0,4,3,2,1,3,1,4,4,2,0,2,2
918,0,58,1,1,Divorced,2,57,781,13384,2380,14,Life Sciences,Research & Development,Laboratory Technician,3,80,1,Travel_Frequently,3,1,4,2,4,4,2,9,3,1,1,0,0,0
